source_file,label,search_url,want_title,surname,query_text,best_id,best_abs_url,best_title,best_published,best_score,best_query,tried_queries
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Martin & Plekhanov & Lubasch, 2022 - Barren plateaus in quantum tensor network optimization",https://arxiv.org/search/?query=Barren+plateaus+quantum+tensor+network+optimization+2022&searchtype=all,Barren plateaus in quantum tensor network optimization,Martin,Barren plateaus quantum tensor network optimization 2022,2209.00292,https://arxiv.org/abs/2209.00292,Barren plateaus in quantum tensor network optimization,2022-09-01T08:42:35Z,1.0,all:Barren plateaus quantum tensor network optimization 2022 AND au:Martin,all:Barren plateaus quantum tensor network optimization 2022 AND au:Martin
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Nguyen et al., 2022 - Theory for Equivariant Quantum Neural Networks",https://arxiv.org/search/?query=Theory+Equivariant+Quantum+Neural+Networks+2022&searchtype=all,Theory for Equivariant Quantum Neural Networks,Nguyen,Theory Equivariant Quantum Neural Networks 2022,2210.08566,https://arxiv.org/abs/2210.08566,Theory for Equivariant Quantum Neural Networks,2022-10-16T15:42:21Z,1.0,"ti:""Theory for Equivariant Quantum Neural Networks""","all:Theory Equivariant Quantum Neural Networks 2022 AND au:Nguyen | ti:""Theory for Equivariant Quantum Neural Networks"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Ragone et al., 2022 - Representation Theory for Geometric Quantum Machine Learning",https://arxiv.org/search/?query=Representation+Theory+Geometric+Quantum+Machine+Learning+2022&searchtype=all,Representation Theory for Geometric Quantum Machine Learning,Ragone,Representation Theory Geometric Quantum Machine Learning 2022,2210.07980,https://arxiv.org/abs/2210.07980,Representation Theory for Geometric Quantum Machine Learning,2022-10-14T17:25:36Z,1.0,"ti:""Representation Theory for Geometric Quantum Machine Learning""","all:Representation Theory Geometric Quantum Machine Learning 2022 AND au:Ragone | ti:""Representation Theory for Geometric Quantum Machine Learning"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Schatzki et al., 2022 - Theoretical Guarantees for Permutation-Equivariant Quantum Neural Networks",https://arxiv.org/search/?query=Theoretical+Guarantees+Permutation+Equivariant+Quantum+Neural+Networks+2022&searchtype=all,Theoretical Guarantees for Permutation-Equivariant Quantum Neural Networks,Schatzki,Theoretical Guarantees Permutation Equivariant Quantum Neural Networks 2022,2210.09974,https://arxiv.org/abs/2210.09974,Theoretical Guarantees for Permutation-Equivariant Quantum Neural Networks,2022-10-18T16:35:44Z,1.0,all:Theoretical Guarantees Permutation Equivariant Quantum Neural Networks 2022 AND au:Schatzki,all:Theoretical Guarantees Permutation Equivariant Quantum Neural Networks 2022 AND au:Schatzki
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Steinmüller et al., 2022 - eXplainable AI for Quantum Machine Learning",https://arxiv.org/search/?query=eXplainable+AI+Quantum+Machine+Learning+2022&searchtype=all,eXplainable AI for Quantum Machine Learning,Steinmller,eXplainable AI Quantum Machine Learning 2022,2211.01441,https://arxiv.org/abs/2211.01441,eXplainable AI for Quantum Machine Learning,2022-11-02T19:20:56Z,1.0,"ti:""eXplainable AI for Quantum Machine Learning""","all:eXplainable AI Quantum Machine Learning 2022 AND au:Steinmller | ti:""eXplainable AI for Quantum Machine Learning"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Correll et al., 2022 - Quantum Neural Networks for a Supply Chain Logistics Application",https://arxiv.org/search/?query=Quantum+Neural+Networks+Supply+Chain+Logistics+Application+2022&searchtype=all,Quantum Neural Networks for a Supply Chain Logistics Application,Correll,Quantum Neural Networks Supply Chain Logistics Application 2022,2212.00576,https://arxiv.org/abs/2212.00576,Quantum Neural Networks for a Supply Chain Logistics Application,2022-11-30T15:35:53Z,1.0,all:Quantum Neural Networks Supply Chain Logistics Application 2022 AND au:Correll,all:Quantum Neural Networks Supply Chain Logistics Application 2022 AND au:Correll
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Emmanoulopoulos & Dimoska, 2022 - Quantum Machine Learning in Finance: Time Series Forecasting",https://arxiv.org/search/?query=Quantum+Machine+Learning+Finance+Time+Series+Forecasting+2022&searchtype=all,Quantum Machine Learning in Finance: Time Series Forecasting,Emmanoulopoulos,Quantum Machine Learning Finance Time Series Forecasting 2022,2202.00599,https://arxiv.org/abs/2202.00599,Quantum Machine Learning in Finance: Time Series Forecasting,2022-02-01T17:42:53Z,1.0,"ti:""Quantum Machine Learning in Finance: Time Series Forecasting""","all:Quantum Machine Learning Finance Time Series Forecasting 2022 AND au:Emmanoulopoulos | ti:""Quantum Machine Learning in Finance: Time Series Forecasting"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Grossi et al., 2022 - Mixed Quantum-Classical Method For Fraud Detection with Quantum Feature Selection",https://arxiv.org/search/?query=Mixed+Quantum+Classical+Fraud+Detection+Quantum+Feature+Selection+2022&searchtype=all,Mixed Quantum-Classical Method For Fraud Detection with Quantum Feature Selection,Grossi,Mixed Quantum Classical Fraud Detection Quantum Feature Selection 2022,2208.07963,https://arxiv.org/abs/2208.07963,Mixed Quantum-Classical Method For Fraud Detection with Quantum Feature Selection,2022-08-16T21:46:04Z,1.0,all:Mixed Quantum Classical Fraud Detection Quantum Feature Selection 2022 AND au:Grossi,all:Mixed Quantum Classical Fraud Detection Quantum Feature Selection 2022 AND au:Grossi
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Kyriienko & Magnusson, 2022 - Unsupervised quantum machine learning for fraud detection",https://arxiv.org/search/?query=Unsupervised+quantum+machine+learning+fraud+detection+2022&searchtype=all,Unsupervised quantum machine learning for fraud detection,Kyriienko,Unsupervised quantum machine learning fraud detection 2022,2208.01203,https://arxiv.org/abs/2208.01203,Unsupervised quantum machine learning for fraud detection,2022-08-02T02:08:52Z,1.0,all:Unsupervised quantum machine learning fraud detection 2022 AND au:Kyriienko,all:Unsupervised quantum machine learning fraud detection 2022 AND au:Kyriienko
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Fadol et al., 2022 - Application of Quantum Machine Learning in a Higgs Physics Study at the CEPC",https://arxiv.org/search/?query=Application+Quantum+Machine+Learning+Higgs+Physics+CEPC+2022&searchtype=all,Application of Quantum Machine Learning in a Higgs Physics Study at the CEPC,Fadol,Application Quantum Machine Learning Higgs Physics CEPC 2022,2209.12788,https://arxiv.org/abs/2209.12788,Application of Quantum Machine Learning in a Higgs Physics Study at the CEPC,2022-09-26T15:46:30Z,1.0,"ti:""Application of Quantum Machine Learning in a Higgs Physics Study at the CEPC""","all:Application Quantum Machine Learning Higgs Physics CEPC 2022 AND au:Fadol | ti:""Application of Quantum Machine Learning in a Higgs Physics Study at the CEPC"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Peixoto et al., 2022 - Fitting a Collider in a Quantum Computer: Tackling the Challenges of Quantum Machine Learning for Big Datasets",https://arxiv.org/search/?query=Fitting+Collider+Quantum+Computer+QML+Big+Datasets+2022&searchtype=all,Fitting a Collider in a Quantum Computer: Tackling the Challenges of Quantum Machine Learning for Big Datasets,Peixoto,Fitting Collider Quantum Computer QML Big Datasets 2022,2211.03233,https://arxiv.org/abs/2211.03233,Fitting a Collider in a Quantum Computer: Tackling the Challenges of Quantum Machine Learning for Big Datasets,2022-11-06T22:45:37Z,1.0,"ti:""Fitting a Collider in a Quantum Computer: Tackling the Challenges of Quantum Machine Learning for Big Datasets""","all:Fitting Collider Quantum Computer QML Big Datasets 2022 AND au:Peixoto | ti:""Fitting a Collider in a Quantum Computer: Tackling the Challenges of Quantum Machine Learning for Big Datasets"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Guan & Fang & Ying, 2022 - Verifying Fairness in Quantum Machine Learning",https://arxiv.org/search/?query=Verifying+Fairness+Quantum+Machine+Learning+2022&searchtype=all,Verifying Fairness in Quantum Machine Learning,Guan,Verifying Fairness Quantum Machine Learning 2022,2207.11173,https://arxiv.org/abs/2207.11173,Verifying Fairness in Quantum Machine Learning,2022-07-22T16:18:04Z,1.0,"ti:""Verifying Fairness in Quantum Machine Learning""","all:Verifying Fairness Quantum Machine Learning 2022 AND au:Guan | ti:""Verifying Fairness in Quantum Machine Learning"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Koike-Akino & Wang, 2022 - AutoQML: Automated Quantum Machine Learning for Wi-Fi Integrated Sensing and Communications",https://arxiv.org/search/?query=AutoQML+Automated+Quantum+Machine+Learning+Wi+Fi+Integrated+Sensing+2022&searchtype=all,AutoQML: Automated Quantum Machine Learning for Wi-Fi Integrated Sensing and Communications,Koike-Akino,AutoQML Automated Quantum Machine Learning Wi Fi Integrated Sensing 2022,2205.09115,https://arxiv.org/abs/2205.09115,AutoQML: Automated Quantum Machine Learning for Wi-Fi Integrated Sensing and Communications,2022-05-17T19:38:13Z,1.0,all:AutoQML Automated Quantum Machine Learning Wi Fi Integrated Sensing 2022 AND au:Koike-Akino,all:AutoQML Automated Quantum Machine Learning Wi Fi Integrated Sensing 2022 AND au:Koike-Akino
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Feng & Zhou & Zhang, 2022 - Noise-Resilient Quantum Power Flow",https://arxiv.org/search/?query=Noise+Resilient+Quantum+Power+Flow+2022&searchtype=all,Noise-Resilient Quantum Power Flow,Feng,Noise Resilient Quantum Power Flow 2022,2211.10555,https://arxiv.org/abs/2211.10555,Noise-Resilient Quantum Power Flow,2022-11-19T01:19:56Z,1.0,all:Noise Resilient Quantum Power Flow 2022 AND au:Feng,all:Noise Resilient Quantum Power Flow 2022 AND au:Feng
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Liu et al., 2022 - Quantum Power Flows: From Theory to Practice",https://arxiv.org/search/?query=Quantum+Power+Flows+Theory+Practice+2022&searchtype=all,Quantum Power Flows: From Theory to Practice,Liu,Quantum Power Flows Theory Practice 2022,2211.05728,https://arxiv.org/abs/2211.05728,Quantum Power Flows: From Theory to Practice,2022-11-10T17:52:43Z,1.0,all:Quantum Power Flows Theory Practice 2022 AND au:Liu,all:Quantum Power Flows Theory Practice 2022 AND au:Liu
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Neumann & Wezeman, 2022 - Distributed Quantum Machine Learning",https://arxiv.org/search/?query=Distributed+Quantum+Machine+Learning+Neumann+Wezeman+2022&searchtype=all,Distributed Quantum Machine Learning,Neumann,Distributed Quantum Machine Learning Neumann Wezeman 2022,2208.10316,https://arxiv.org/abs/2208.10316,Distributed Quantum Machine Learning,2022-08-22T13:52:21Z,1.0,all:Distributed Quantum Machine Learning Neumann Wezeman 2022 AND au:Neumann,all:Distributed Quantum Machine Learning Neumann Wezeman 2022 AND au:Neumann
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Pira & Ferrie, 2022 - An Invitation to Distributed Quantum Neural Networks",https://arxiv.org/search/?query=Invitation+Distributed+Quantum+Neural+Networks+2022&searchtype=all,An Invitation to Distributed Quantum Neural Networks,Pira,Invitation Distributed Quantum Neural Networks 2022,2211.07056,https://arxiv.org/abs/2211.07056,An Invitation to Distributed Quantum Neural Networks,2022-11-14T00:27:01Z,1.0,"ti:""An Invitation to Distributed Quantum Neural Networks""","all:Invitation Distributed Quantum Neural Networks 2022 AND au:Pira | ti:""An Invitation to Distributed Quantum Neural Networks"""
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Qi, 2022 - Federated Quantum Natural Gradient Descent for Quantum Federated Learning",https://arxiv.org/search/?query=Federated+Quantum+Natural+Gradient+Descent+Quantum+Federated+Learning+2022&searchtype=all,Federated Quantum Natural Gradient Descent for Quantum Federated Learning,Qi,Federated Quantum Natural Gradient Descent Quantum Federated Learning 2022,2209.00564,https://arxiv.org/abs/2209.00564,Federated Quantum Natural Gradient Descent for Quantum Federated Learning,2022-08-15T07:17:11Z,1.0,all:Federated Quantum Natural Gradient Descent Quantum Federated Learning 2022 AND au:Qi,all:Federated Quantum Natural Gradient Descent Quantum Federated Learning 2022 AND au:Qi
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Yun et al., 2022 - Slimmable Quantum Federated Learning",https://arxiv.org/search/?query=Slimmable+Quantum+Federated+Learning+2022&searchtype=all,Slimmable Quantum Federated Learning,Yun,Slimmable Quantum Federated Learning 2022,2207.10221,https://arxiv.org/abs/2207.10221,Slimmable Quantum Federated Learning,2022-07-20T22:39:23Z,1.0,all:Slimmable Quantum Federated Learning 2022 AND au:Yun,all:Slimmable Quantum Federated Learning 2022 AND au:Yun
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Yun et al., 2022 - Quantum Federated Learning with Entanglement Controlled Circuits and Superposition Coding",https://arxiv.org/search/?query=Quantum+Federated+Learning+Entanglement+Controlled+Circuits+Superposition+Coding+2022&searchtype=all,Quantum Federated Learning with Entanglement Controlled Circuits and Superposition Coding,Yun,Quantum Federated Learning Entanglement Controlled Circuits Superposition Coding 2022,2212.01732,https://arxiv.org/abs/2212.01732,Quantum Federated Learning with Entanglement Controlled Circuits and Superposition Coding,2022-12-04T03:18:03Z,1.0,all:Quantum Federated Learning Entanglement Controlled Circuits Superposition Coding 2022 AND au:Yun,all:Quantum Federated Learning Entanglement Controlled Circuits Superposition Coding 2022 AND au:Yun
/Users/shl/nvidia/QML/2022_QML_Literature_Review.md,"Wazni et al., 2022 - A Quantum Natural Language Processing Approach to Pronoun Resolution",https://arxiv.org/search/?query=Quantum+Natural+Language+Processing+Pronoun+Resolution+2022&searchtype=all,A Quantum Natural Language Processing Approach to Pronoun Resolution,Wazni,Quantum Natural Language Processing Pronoun Resolution 2022,2208.05393,https://arxiv.org/abs/2208.05393,A Quantum Natural Language Processing Approach to Pronoun Resolution,2022-08-10T15:22:58Z,1.0,"ti:""A Quantum Natural Language Processing Approach to Pronoun Resolution""","all:Quantum Natural Language Processing Pronoun Resolution 2022 AND au:Wazni | ti:""A Quantum Natural Language Processing Approach to Pronoun Resolution"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Wu et al., 2023 - A real neural network state for quantum chemistry",https://arxiv.org/search/?query=real+neural+network+state+quantum+chemistry+Wu+2023&searchtype=all,A real neural network state for quantum chemistry,Wu,real neural network state quantum chemistry Wu 2023,2301.03755,https://arxiv.org/abs/2301.03755,A real neural network state for quantum chemistry,2023-01-10T02:21:40Z,1.0,all:real neural network state quantum chemistry Wu 2023 AND au:Wu,all:real neural network state quantum chemistry Wu 2023 AND au:Wu
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Sager-Smith & Mazziotti, 2023 - Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning",https://arxiv.org/search/?query=Reducing+Quantum+Many+electron+Problem+Two+Electrons+Machine+Learning+2023&searchtype=all,Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning,Sager-Smith,Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023,2301.00672,https://arxiv.org/abs/2301.00672,Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning,2022-12-29T16:30:37Z,1.0,"ti:""Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning""","all:Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023 AND au:Sager-Smith | ti:""Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning"""
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Sager-Smith & Mazziotti, 2023 - Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning",https://arxiv.org/search/?query=Reducing+Quantum+Many+electron+Problem+Two+Electrons+Machine+Learning+2023&searchtype=all,Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning,Sager-Smith,Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023,2301.00672,https://arxiv.org/abs/2301.00672,Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning,2022-12-29T16:30:37Z,1.0,"ti:""Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning""","all:Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023 AND au:Sager-Smith | ti:""Reducing the Quantum Many-electron Problem to Two Electrons with Machine Learning"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Zeng et al., 2023 - Quantum Neural Network Inspired Hardware Adaptable Ansatz for Efficient Quantum Simulation of Chemical Systems",https://arxiv.org/search/?query=Quantum+Neural+Network+Hardware+Adaptable+Ansatz+Chemical+Systems+2023&searchtype=all,Quantum Neural Network Inspired Hardware Adaptable Ansatz for Efficient Quantum Simulation of Chemical Systems,Zeng,Quantum Neural Network Hardware Adaptable Ansatz Chemical Systems 2023,2301.07542,https://arxiv.org/abs/2301.07542,Quantum Neural Network Inspired Hardware Adaptable Ansatz for Efficient Quantum Simulation of Chemical Systems,2023-01-18T14:00:26Z,1.0,all:Quantum Neural Network Hardware Adaptable Ansatz Chemical Systems 2023 AND au:Zeng,all:Quantum Neural Network Hardware Adaptable Ansatz Chemical Systems 2023 AND au:Zeng
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Singh & Mishra & Majumder, 2023 - On The Study Of Partial Qubit Hamiltonian For Efficient Molecular Simulation Using VQE",https://arxiv.org/search/?query=Partial+Qubit+Hamiltonian+Efficient+Molecular+Simulation+VQE+2023&searchtype=all,On The Study Of Partial Qubit Hamiltonian For Efficient Molecular Simulation Using VQE,Singh,Partial Qubit Hamiltonian Efficient Molecular Simulation VQE 2023,2308.12524,https://arxiv.org/abs/2308.12524,On The Study Of Partial Qubit Hamiltonian For Efficient Molecular Simulation Using Variational Quantum Eigensolvers,2023-08-24T03:25:05Z,0.8557,all:Partial Qubit Hamiltonian Efficient Molecular Simulation VQE 2023 AND au:Singh,"all:Partial Qubit Hamiltonian Efficient Molecular Simulation VQE 2023 AND au:Singh | ti:""On The Study Of Partial Qubit Hamiltonian For Efficient Molecular Simulation Using VQE"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Qing & Xie, 2023 - Use VQE to calculate the ground energy of hydrogen molecules on IBM Quantum",https://arxiv.org/search/?query=VQE+calculate+ground+energy+hydrogen+molecules+IBM+Quantum+2023&searchtype=all,Use VQE to calculate the ground energy of hydrogen molecules on IBM Quantum,Qing,VQE calculate ground energy hydrogen molecules IBM Quantum 2023,2305.06538,https://arxiv.org/abs/2305.06538,Use VQE to calculate the ground energy of hydrogen molecules on IBM Quantum,2023-05-11T02:53:26Z,1.0,all:VQE calculate ground energy hydrogen molecules IBM Quantum 2023 AND au:Qing,all:VQE calculate ground energy hydrogen molecules IBM Quantum 2023 AND au:Qing
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"D'Arcangelo et al., 2023 - Leveraging Analog Quantum Computing with Neutral Atoms for Solvent Configuration Prediction in Drug Discovery",https://arxiv.org/search/?query=Analog+Quantum+Computing+Neutral+Atoms+Solvent+Configuration+Drug+Discovery+2023&searchtype=all,Leveraging Analog Quantum Computing with Neutral Atoms for Solvent Configuration Prediction in Drug Discovery,D'Arcangelo,Analog Quantum Computing Neutral Atoms Solvent Configuration Drug Discovery 2023,2309.12129,https://arxiv.org/abs/2309.12129,Leveraging Analog Quantum Computing with Neutral Atoms for Solvent Configuration Prediction in Drug Discovery,2023-09-21T14:50:45Z,1.0,all:Analog Quantum Computing Neutral Atoms Solvent Configuration Drug Discovery 2023 AND au:D'Arcangelo,all:Analog Quantum Computing Neutral Atoms Solvent Configuration Drug Discovery 2023 AND au:D'Arcangelo
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Domingo et al., 2023 - Hybrid quantum-classical convolutional neural networks to improve molecular protein binding affinity predictions",https://arxiv.org/search/?query=Hybrid+quantum+classical+CNN+molecular+protein+binding+affinity+2023&searchtype=all,Hybrid quantum-classical convolutional neural networks to improve molecular protein binding affinity predictions,Domingo,Hybrid quantum classical CNN molecular protein binding affinity 2023,2301.06331,https://arxiv.org/abs/2301.06331,Hybrid quantum-classical convolutional neural networks to improve molecular protein binding affinity predictions,2023-01-16T09:53:26Z,1.0,all:Hybrid quantum classical CNN molecular protein binding affinity 2023 AND au:Domingo,all:Hybrid quantum classical CNN molecular protein binding affinity 2023 AND au:Domingo
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Ding & Huang & Yuan, 2023 - Molecular docking via quantum approximate optimization algorithm",https://arxiv.org/search/?query=Molecular+docking+quantum+approximate+optimization+algorithm+2023&searchtype=all,Molecular docking via quantum approximate optimization algorithm,Ding,Molecular docking quantum approximate optimization algorithm 2023,2308.04098,https://arxiv.org/abs/2308.04098,Molecular docking via quantum approximate optimization algorithm,2023-08-08T07:25:34Z,1.0,all:Molecular docking quantum approximate optimization algorithm 2023 AND au:Ding,all:Molecular docking quantum approximate optimization algorithm 2023 AND au:Ding
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Ding & Huang & Yuan, 2023 - Molecular docking via quantum approximate optimization algorithm",https://arxiv.org/search/?query=Molecular+docking+quantum+approximate+optimization+algorithm+2023&searchtype=all,Molecular docking via quantum approximate optimization algorithm,Ding,Molecular docking quantum approximate optimization algorithm 2023,2308.04098,https://arxiv.org/abs/2308.04098,Molecular docking via quantum approximate optimization algorithm,2023-08-08T07:25:34Z,1.0,all:Molecular docking quantum approximate optimization algorithm 2023 AND au:Ding,all:Molecular docking quantum approximate optimization algorithm 2023 AND au:Ding
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Smaldone & Kyro & Batista, 2023 - Quantum Convolutional Neural Networks for Multi-Channel Supervised Learning",https://arxiv.org/search/?query=Quantum+Convolutional+Neural+Networks+Multi+Channel+Supervised+Learning+Smaldone+2023&searchtype=all,Quantum Convolutional Neural Networks for Multi-Channel Supervised Learning,Smaldone,Quantum Convolutional Neural Networks Multi Channel Supervised Learning Smaldone 2023,2305.18961,https://arxiv.org/abs/2305.18961,Quantum Convolutional Neural Networks for Multi-Channel Supervised Learning,2023-05-30T11:48:12Z,1.0,all:Quantum Convolutional Neural Networks Multi Channel Supervised Learning Smaldone 2023 AND au:Smaldone,all:Quantum Convolutional Neural Networks Multi Channel Supervised Learning Smaldone 2023 AND au:Smaldone
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Mazzola, 2023 - Quantum computing for chemistry and physics applications from a Monte Carlo perspective",https://arxiv.org/search/?query=Quantum+computing+chemistry+physics+Monte+Carlo+perspective+Mazzola+2023&searchtype=all,Quantum computing for chemistry and physics applications from a Monte Carlo perspective,Mazzola,Quantum computing chemistry physics Monte Carlo perspective Mazzola 2023,2308.07964,https://arxiv.org/abs/2308.07964,Quantum computing for chemistry and physics applications from a Monte Carlo perspective,2023-08-15T18:01:28Z,1.0,all:Quantum computing chemistry physics Monte Carlo perspective Mazzola 2023 AND au:Mazzola,all:Quantum computing chemistry physics Monte Carlo perspective Mazzola 2023 AND au:Mazzola
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Zhang et al., 2023 - Artificial Intelligence for Science in Quantum, Atomistic, and Continuum Systems",https://arxiv.org/search/?query=Artificial+Intelligence+Science+Quantum+Atomistic+Continuum+Systems+2023&searchtype=all,"Artificial Intelligence for Science in Quantum, Atomistic, and Continuum Systems",Zhang,Artificial Intelligence Science Quantum Atomistic Continuum Systems 2023,2307.08423,https://arxiv.org/abs/2307.08423,"Artificial Intelligence for Science in Quantum, Atomistic, and Continuum Systems",2023-07-17T12:14:14Z,1.0,"ti:""Artificial Intelligence for Science in Quantum, Atomistic, and Continuum Systems""","all:Artificial Intelligence Science Quantum Atomistic Continuum Systems 2023 AND au:Zhang | ti:""Artificial Intelligence for Science in Quantum, Atomistic, and Continuum Systems"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Tarabunga et al., 2023 - Classification and emergence of quantum spin liquids in chiral Rydberg models",https://arxiv.org/search/?query=Classification+emergence+quantum+spin+liquids+chiral+Rydberg+models+2023&searchtype=all,Classification and emergence of quantum spin liquids in chiral Rydberg models,Tarabunga,Classification emergence quantum spin liquids chiral Rydberg models 2023,2303.12829,https://arxiv.org/abs/2303.12829,Classification and emergence of quantum spin liquids in chiral Rydberg models,2023-03-22T18:00:02Z,1.0,all:Classification emergence quantum spin liquids chiral Rydberg models 2023 AND au:Tarabunga,all:Classification emergence quantum spin liquids chiral Rydberg models 2023 AND au:Tarabunga
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Wu et al., 2023 - Variational Benchmarks for Quantum Many-Body Problems",https://arxiv.org/search/?query=Variational+Benchmarks+Quantum+Many+Body+Problems+2023&searchtype=all,Variational Benchmarks for Quantum Many-Body Problems,Wu,Variational Benchmarks Quantum Many Body Problems 2023,2302.04919,https://arxiv.org/abs/2302.04919,Variational Benchmarks for Quantum Many-Body Problems,2023-02-09T20:21:17Z,1.0,all:Variational Benchmarks Quantum Many Body Problems 2023 AND au:Wu,all:Variational Benchmarks Quantum Many Body Problems 2023 AND au:Wu
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Ledinauskas & Anisimovas, 2023 - Scalable Imaginary Time Evolution with Neural Network Quantum States",https://arxiv.org/search/?query=Scalable+Imaginary+Time+Evolution+Neural+Network+Quantum+States+2023&searchtype=all,Scalable Imaginary Time Evolution with Neural Network Quantum States,Ledinauskas,Scalable Imaginary Time Evolution Neural Network Quantum States 2023,2307.15521,https://arxiv.org/abs/2307.15521,Scalable Imaginary Time Evolution with Neural Network Quantum States,2023-07-28T12:26:43Z,1.0,all:Scalable Imaginary Time Evolution Neural Network Quantum States 2023 AND au:Ledinauskas,all:Scalable Imaginary Time Evolution Neural Network Quantum States 2023 AND au:Ledinauskas
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Giuliani et al., 2023 - Learning ground states of gapped quantum Hamiltonians with Kernel Methods",https://arxiv.org/search/?query=Learning+ground+states+gapped+quantum+Hamiltonians+Kernel+Methods+2023&searchtype=all,Learning ground states of gapped quantum Hamiltonians with Kernel Methods,Giuliani,Learning ground states gapped quantum Hamiltonians Kernel Methods 2023,2303.08902,https://arxiv.org/abs/2303.08902,Learning ground states of gapped quantum Hamiltonians with Kernel Methods,2023-03-15T19:37:33Z,1.0,all:Learning ground states gapped quantum Hamiltonians Kernel Methods 2023 AND au:Giuliani,all:Learning ground states gapped quantum Hamiltonians Kernel Methods 2023 AND au:Giuliani
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Bentellis et al., 2023 - Benchmarking the Variational Quantum Eigensolver using different quantum hardware",https://arxiv.org/search/?query=Benchmarking+Variational+Quantum+Eigensolver+different+quantum+hardware+2023&searchtype=all,Benchmarking the Variational Quantum Eigensolver using different quantum hardware,Bentellis,Benchmarking Variational Quantum Eigensolver different quantum hardware 2023,2305.07092,https://arxiv.org/abs/2305.07092,Benchmarking the Variational Quantum Eigensolver using different quantum hardware,2023-05-11T18:56:07Z,1.0,all:Benchmarking Variational Quantum Eigensolver different quantum hardware 2023 AND au:Bentellis,all:Benchmarking Variational Quantum Eigensolver different quantum hardware 2023 AND au:Bentellis
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Brandhofer & Devitt & Polian, 2023 - Error Analysis of the Variational Quantum Eigensolver Algorithm",https://arxiv.org/search/?query=Error+Analysis+Variational+Quantum+Eigensolver+Algorithm+2023&searchtype=all,Error Analysis of the Variational Quantum Eigensolver Algorithm,Br,Error Analysis Variational Quantum Eigensolver Algorithm 2023,2301.07263,https://arxiv.org/abs/2301.07263,Error Analysis of the Variational Quantum Eigensolver Algorithm,2023-01-18T02:02:30Z,1.0,all:Error Analysis Variational Quantum Eigensolver Algorithm 2023 AND au:Br,all:Error Analysis Variational Quantum Eigensolver Algorithm 2023 AND au:Br
