source_file,label,search_url,want_title,surname,query_text,best_id,best_abs_url,best_title,best_published,best_score,best_query,tried_queries
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Chan et al., 2023 - Hybrid variational quantum eigensolvers: merging computational models",https://arxiv.org/search/?query=Hybrid+variational+quantum+eigensolvers+merging+computational+models+2023&searchtype=all,Hybrid variational quantum eigensolvers: merging computational models,Chan,Hybrid variational quantum eigensolvers merging computational models 2023,2011.01279,https://arxiv.org/abs/2011.01279,Benchmarking adaptive variational quantum eigensolvers,2020-11-02T19:52:04Z,0.6066,all:Hybrid variational quantum eigensolvers merging computational models 2023 AND au:Chan,"all:Hybrid variational quantum eigensolvers merging computational models 2023 AND au:Chan | ti:""Hybrid variational quantum eigensolvers: merging computational models"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Barison & Vicentini & Carleo, 2023 - Embedding Classical Variational Methods in Quantum Circuits",https://arxiv.org/search/?query=Embedding+Classical+Variational+Methods+Quantum+Circuits+2023&searchtype=all,Embedding Classical Variational Methods in Quantum Circuits,Barison,Embedding Classical Variational Methods Quantum Circuits 2023,2403.15031,https://arxiv.org/abs/2403.15031,Image Classification with Rotation-Invariant Variational Quantum Circuits,2024-03-22T08:26:31Z,0.5909,all:Embedding Classical Variational Methods Quantum Circuits 2023 AND au:Barison,"all:Embedding Classical Variational Methods Quantum Circuits 2023 AND au:Barison | ti:""Embedding Classical Variational Methods in Quantum Circuits"""
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Barison & Vicentini & Carleo, 2023 - Embedding Classical Variational Methods in Quantum Circuits",https://arxiv.org/search/?query=Embedding+Classical+Variational+Methods+Quantum+Circuits+2023&searchtype=all,Embedding Classical Variational Methods in Quantum Circuits,Barison,Embedding Classical Variational Methods Quantum Circuits 2023,2403.15031,https://arxiv.org/abs/2403.15031,Image Classification with Rotation-Invariant Variational Quantum Circuits,2024-03-22T08:26:31Z,0.5909,all:Embedding Classical Variational Methods Quantum Circuits 2023 AND au:Barison,"all:Embedding Classical Variational Methods Quantum Circuits 2023 AND au:Barison | ti:""Embedding Classical Variational Methods in Quantum Circuits"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Long et al., 2023 - Layering and subpool exploration for adaptive Variational Quantum Eigensolvers",https://arxiv.org/search/?query=Layering+subpool+exploration+adaptive+Variational+Quantum+Eigensolvers+2023&searchtype=all,Layering and subpool exploration for adaptive Variational Quantum Eigensolvers,Long,Layering subpool exploration adaptive Variational Quantum Eigensolvers 2023,2308.11708,https://arxiv.org/abs/2308.11708,"Layering and subpool exploration for adaptive Variational Quantum Eigensolvers: Reducing circuit depth, runtime, and susceptibility to noise",2023-08-22T18:00:02Z,0.7256,all:Layering subpool exploration adaptive Variational Quantum Eigensolvers 2023 AND au:Long,"all:Layering subpool exploration adaptive Variational Quantum Eigensolvers 2023 AND au:Long | ti:""Layering and subpool exploration for adaptive Variational Quantum Eigensolvers"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Watanabe & Fujii & Ueda, 2023 - Entangled embedding variational quantum eigensolver with tensor network ansatz",https://arxiv.org/search/?query=Entangled+embedding+variational+quantum+eigensolver+tensor+network+ansatz+2023&searchtype=all,Entangled embedding variational quantum eigensolver with tensor network ansatz,Watanabe,Entangled embedding variational quantum eigensolver tensor network ansatz 2023,2305.06536,https://arxiv.org/abs/2305.06536,Variational quantum eigensolver with embedded entanglement using a tensor-network ansatz,2023-05-11T02:45:52Z,0.6988,all:Entangled embedding variational quantum eigensolver tensor network ansatz 2023 AND au:Watanabe,"all:Entangled embedding variational quantum eigensolver tensor network ansatz 2023 AND au:Watanabe | ti:""Entangled embedding variational quantum eigensolver with tensor network ansatz"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Cheng et al., 2023 - Error-mitigated Quantum Approximate Optimization via Learning-based Adaptive Optimization",https://arxiv.org/search/?query=Error+mitigated+Quantum+Approximate+Optimization+Learning+based+Adaptive+2023&searchtype=all,Error-mitigated Quantum Approximate Optimization via Learning-based Adaptive Optimization,Cheng,Error mitigated Quantum Approximate Optimization Learning based Adaptive 2023,2404.01412,https://arxiv.org/abs/2404.01412,Improving Quantum Approximate Optimization by Noise-Directed Adaptive Remapping,2024-04-01T18:28:57Z,0.6667,all:Error mitigated Quantum Approximate Optimization Learning based Adaptive 2023 AND au:Cheng,"all:Error mitigated Quantum Approximate Optimization Learning based Adaptive 2023 AND au:Cheng | ti:""Error-mitigated Quantum Approximate Optimization via Learning-based Adaptive Optimization"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Shaydulin & Pistoia, 2023 - QAOA with N · p ≥ 200",https://arxiv.org/search/?query=QAOA+N+p+200+Shaydulin+Pistoia+2023&searchtype=all,QAOA with N · p ≥ 200,Shaydulin,QAOA N p 200 Shaydulin Pistoia 2023,2007.11292,https://arxiv.org/abs/2007.11292,First observation of the decay $Λ_b^0 \to η_c(1S) p K^-$,2020-07-22T09:26:10Z,0.2857,all:QAOA N p 200 Shaydulin Pistoia 2023 AND au:Shaydulin,all:QAOA N p 200 Shaydulin Pistoia 2023 AND au:Shaydulin
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Gabbassov & Rosenberg & Scherer, 2023 - Quantum Optimization: Lagrangian Dual versus QUBO in Solving Constrained Problems",https://arxiv.org/search/?query=Quantum+Optimization+Lagrangian+Dual+QUBO+Constrained+Problems+2023&searchtype=all,Quantum Optimization: Lagrangian Dual versus QUBO in Solving Constrained Problems,Gabbassov,Quantum Optimization Lagrangian Dual QUBO Constrained Problems 2023,2310.04542,https://arxiv.org/abs/2310.04542,Lagrangian Duality in Quantum Optimization: Overcoming QUBO Limitations for Constrained Problems,2023-10-06T19:09:55Z,0.6286,all:Quantum Optimization Lagrangian Dual QUBO Constrained Problems 2023 AND au:Gabbassov,"all:Quantum Optimization Lagrangian Dual QUBO Constrained Problems 2023 AND au:Gabbassov | ti:""Quantum Optimization: Lagrangian Dual versus QUBO in Solving Constrained Problems"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"González & Ramos-Pollán & Gallego-Mejia, 2023 - Quantum Kernel Mixtures for Probabilistic Deep Learning",https://arxiv.org/search/?query=Quantum+Kernel+Mixtures+Probabilistic+Deep+Learning+2023&searchtype=all,Quantum Kernel Mixtures for Probabilistic Deep Learning,Gonzlez,Quantum Kernel Mixtures Probabilistic Deep Learning 2023,2106.06097,https://arxiv.org/abs/2106.06097,Neural Optimization Kernel: Towards Robust Deep Learning,2021-06-11T00:34:55Z,0.6182,all:Quantum Kernel Mixtures Probabilistic Deep Learning 2023 AND au:Gonzlez,"all:Quantum Kernel Mixtures Probabilistic Deep Learning 2023 AND au:Gonzlez | ti:""Quantum Kernel Mixtures for Probabilistic Deep Learning"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"García-Martín & Larocca & Cerezo, 2023 - Deep quantum neural networks form Gaussian processes",https://arxiv.org/search/?query=Deep+quantum+neural+networks+form+Gaussian+processes+2023&searchtype=all,Deep quantum neural networks form Gaussian processes,Garca-Martn,Deep quantum neural networks form Gaussian processes 2023,1901.06610,https://arxiv.org/abs/1901.06610,Hierarchical Attentional Hybrid Neural Networks for Document Classification,2019-01-20T01:48:43Z,0.5039,all:Deep quantum neural networks form Gaussian processes 2023 AND au:Garca-Martn,"all:Deep quantum neural networks form Gaussian processes 2023 AND au:Garca-Martn | ti:""Deep quantum neural networks form Gaussian processes"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Gili et al., 2023 - Generative Modeling with Quantum Neurons",https://arxiv.org/search/?query=Generative+Modeling+Quantum+Neurons+Gili+2023&searchtype=all,Generative Modeling with Quantum Neurons,Gili,Generative Modeling Quantum Neurons Gili 2023,2207.01005,https://arxiv.org/abs/2207.01005,A model of quantum spacetime,2022-07-03T10:40:45Z,0.5294,all:Generative Modeling Quantum Neurons Gili 2023 AND au:Gili,"all:Generative Modeling Quantum Neurons Gili 2023 AND au:Gili | ti:""Generative Modeling with Quantum Neurons"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Manzano et al., 2023 - Parametrized Quantum Circuits and their approximation capacities in the context of quantum machine learning",https://arxiv.org/search/?query=Parametrized+Quantum+Circuits+approximation+capacities+quantum+machine+learning+2023&searchtype=all,Parametrized Quantum Circuits and their approximation capacities in the context of quantum machine learning,Manzano,Parametrized Quantum Circuits approximation capacities quantum machine learning 2023,2409.07626,https://arxiv.org/abs/2409.07626,Generalization Error Bound for Quantum Machine Learning in NISQ Era -- A Survey,2024-09-11T21:17:30Z,0.4372,all:Parametrized Quantum Circuits approximation capacities quantum machine learning 2023 AND au:Manzano,"all:Parametrized Quantum Circuits approximation capacities quantum machine learning 2023 AND au:Manzano | ti:""Parametrized Quantum Circuits and their approximation capacities in the context of quantum machine learning"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Lee et al., 2023 - Mutual Information Maximizing Quantum Generative Adversarial Network and Its Applications in Finance",https://arxiv.org/search/?query=Mutual+Information+Maximizing+Quantum+GAN+Finance+2023&searchtype=all,Mutual Information Maximizing Quantum Generative Adversarial Network and Its Applications in Finance,Lee,Mutual Information Maximizing Quantum GAN Finance 2023,1603.08219,https://arxiv.org/abs/1603.08219,On conclusive eavesdropping and measures of mutual information in quantum key distribution,2016-03-27T13:55:42Z,0.4,all:Mutual Information Maximizing Quantum GAN Finance 2023 AND au:Lee,"all:Mutual Information Maximizing Quantum GAN Finance 2023 AND au:Lee | ti:""Mutual Information Maximizing Quantum Generative Adversarial Network and Its Applications in Finance"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Wang & Bayro & Yamamoto, 2023 - Generating quantum feature maps using multi-objective genetic algorithm",https://arxiv.org/search/?query=Generating+quantum+feature+maps+multi+objective+genetic+algorithm+2023&searchtype=all,Generating quantum feature maps using multi-objective genetic algorithm,Wang,Generating quantum feature maps multi objective genetic algorithm 2023,2206.05010,https://arxiv.org/abs/2206.05010,Highlights of Semantics in Multi-objective Genetic Programming,2022-06-10T11:49:45Z,0.5414,all:Generating quantum feature maps multi objective genetic algorithm 2023 AND au:Wang,"all:Generating quantum feature maps multi objective genetic algorithm 2023 AND au:Wang | ti:""Generating quantum feature maps using multi-objective genetic algorithm"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Chen, 2023 - Deep Reinforcement Learning Using Hybrid Quantum Neural Network",https://arxiv.org/search/?query=Deep+Reinforcement+Learning+Hybrid+Quantum+Neural+Network+Chen+2023&searchtype=all,Deep Reinforcement Learning Using Hybrid Quantum Neural Network,Chen,Deep Reinforcement Learning Hybrid Quantum Neural Network Chen 2023,1912.08278,https://arxiv.org/abs/1912.08278,Transfer learning in hybrid classical-quantum neural networks,2019-12-17T21:24:54Z,0.7097,all:Deep Reinforcement Learning Hybrid Quantum Neural Network Chen 2023 AND au:Chen,"all:Deep Reinforcement Learning Hybrid Quantum Neural Network Chen 2023 AND au:Chen | ti:""Deep Reinforcement Learning Using Hybrid Quantum Neural Network"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Flamini et al., 2023 - Reinforcement learning and decision making via single-photon quantum walks",https://arxiv.org/search/?query=Reinforcement+learning+decision+making+single+photon+quantum+walks+2023&searchtype=all,Reinforcement learning and decision making via single-photon quantum walks,Flamini,Reinforcement learning decision making single photon quantum walks 2023,1706.02237,https://arxiv.org/abs/1706.02237,Efficient Reinforcement Learning via Initial Pure Exploration,2017-06-07T16:18:44Z,0.5481,all:Reinforcement learning decision making single photon quantum walks 2023 AND au:Flamini,"all:Reinforcement learning decision making single photon quantum walks 2023 AND au:Flamini | ti:""Reinforcement learning and decision making via single-photon quantum walks"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Yun et al., 2023 - Quantum Multi-Agent Actor-Critic Neural Networks for Smart Factory Management",https://arxiv.org/search/?query=Quantum+Multi+Agent+Actor+Critic+Neural+Networks+Smart+Factory+2023&searchtype=all,Quantum Multi-Agent Actor-Critic Neural Networks for Smart Factory Management,Yun,Quantum Multi Agent Actor Critic Neural Networks Smart Factory 2023,2005.01979,https://arxiv.org/abs/2005.01979,Demand-Side Scheduling Based on Multi-Agent Deep Actor-Critic Learning for Smart Grids,2020-05-05T07:32:40Z,0.5276,all:Quantum Multi Agent Actor Critic Neural Networks Smart Factory 2023 AND au:Yun,"all:Quantum Multi Agent Actor Critic Neural Networks Smart Factory 2023 AND au:Yun | ti:""Quantum Multi-Agent Actor-Critic Neural Networks for Smart Factory Management"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Cybulski & Nguyễn, 2023 - Impact of barren plateaus countermeasures on the quantum neural network capacity to learn",https://arxiv.org/search/?query=Impact+barren+plateaus+countermeasures+quantum+neural+network+capacity+2023&searchtype=all,Impact of barren plateaus countermeasures on the quantum neural network capacity to learn,Cybulski,Impact barren plateaus countermeasures quantum neural network capacity 2023,2011.02966,https://arxiv.org/abs/2011.02966,Absence of Barren Plateaus in Quantum Convolutional Neural Networks,2020-11-05T16:46:13Z,0.5897,all:Impact barren plateaus countermeasures quantum neural network capacity 2023 AND au:Cybulski,"all:Impact barren plateaus countermeasures quantum neural network capacity 2023 AND au:Cybulski | ti:""Impact of barren plateaus countermeasures on the quantum neural network capacity to learn"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Rabinovich et al., 2023 - On the gate-error robustness of variational quantum algorithms",https://arxiv.org/search/?query=gate+error+robustness+variational+quantum+algorithms+2023&searchtype=all,On the gate-error robustness of variational quantum algorithms,Rabinovich,gate error robustness variational quantum algorithms 2023,2404.18142,https://arxiv.org/abs/2404.18142,Revisiting Majumdar-Ghosh spin chain model and Max-cut problem using variational quantum algorithms,2024-04-28T11:16:20Z,0.5217,all:gate error robustness variational quantum algorithms 2023 AND au:Rabinovich,"all:gate error robustness variational quantum algorithms 2023 AND au:Rabinovich | ti:""On the gate-error robustness of variational quantum algorithms"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Shao et al., 2023 - Simulating Quantum Mean Values in Noisy Variational Quantum Algorithms: A Polynomial-Scale Approach",https://arxiv.org/search/?query=Simulating+Quantum+Mean+Values+Noisy+Variational+Quantum+Algorithms+2023&searchtype=all,Simulating Quantum Mean Values in Noisy Variational Quantum Algorithms: A Polynomial-Scale Approach,Shao,Simulating Quantum Mean Values Noisy Variational Quantum Algorithms 2023,2404.18142,https://arxiv.org/abs/2404.18142,Revisiting Majumdar-Ghosh spin chain model and Max-cut problem using variational quantum algorithms,2024-04-28T11:16:20Z,0.5076,all:Simulating Quantum Mean Values Noisy Variational Quantum Algorithms 2023 AND au:Shao,"all:Simulating Quantum Mean Values Noisy Variational Quantum Algorithms 2023 AND au:Shao | ti:""Simulating Quantum Mean Values in Noisy Variational Quantum Algorithms: A Polynomial-Scale Approach"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Au-Yeung et al., 2023 - Quantum algorithms for scientific applications",https://arxiv.org/search/?query=Quantum+algorithms+scientific+applications+Au+Yeung+2023&searchtype=all,Quantum algorithms for scientific applications,Au-Yeung,Quantum algorithms scientific applications Au Yeung 2023,0403120,https://arxiv.org/abs/0403120,Quantum walks and their algorithmic applications,2004-03-16T21:49:43Z,0.6809,all:Quantum algorithms scientific applications Au Yeung 2023 AND au:Au-Yeung,"all:Quantum algorithms scientific applications Au Yeung 2023 AND au:Au-Yeung | ti:""Quantum algorithms for scientific applications"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Yu et al., 2023 - Provable Advantage of Parameterized Quantum Circuit in Function Approximation",https://arxiv.org/search/?query=Provable+Advantage+Parameterized+Quantum+Circuit+Function+Approximation+2023&searchtype=all,Provable Advantage of Parameterized Quantum Circuit in Function Approximation,Yu,Provable Advantage Parameterized Quantum Circuit Function Approximation 2023,2407.18697,https://arxiv.org/abs/2407.18697,Q-gen: A Parameterized Quantum Circuit Generator,2024-07-26T12:22:40Z,0.629,all:Provable Advantage Parameterized Quantum Circuit Function Approximation 2023 AND au:Yu,"all:Provable Advantage Parameterized Quantum Circuit Function Approximation 2023 AND au:Yu | ti:""Provable Advantage of Parameterized Quantum Circuit in Function Approximation"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Haug & Kim, 2023 - Generalization with quantum geometry for learning unitaries",https://arxiv.org/search/?query=Generalization+quantum+geometry+learning+unitaries+2023&searchtype=all,Generalization with quantum geometry for learning unitaries,Haug,Generalization quantum geometry learning unitaries 2023,2102.08991,https://arxiv.org/abs/2102.08991,Generalization in Quantum Machine Learning: a Quantum Information Perspective,2021-02-17T19:35:21Z,0.637,all:Generalization quantum geometry learning unitaries 2023 AND au:Haug,"all:Generalization quantum geometry learning unitaries 2023 AND au:Haug | ti:""Generalization with quantum geometry for learning unitaries"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Heese et al., 2023 - Explainable Quantum Machine Learning",https://arxiv.org/search/?query=Explainable+Quantum+Machine+Learning+Heese+2023&searchtype=all,Explainable Quantum Machine Learning,Heese,Explainable Quantum Machine Learning Heese 2023,2105.06314,https://arxiv.org/abs/2105.06314,Explainable Machine Learning for Fraud Detection,2021-05-13T14:12:02Z,0.6667,all:Explainable Quantum Machine Learning Heese 2023 AND au:Heese,"all:Explainable Quantum Machine Learning Heese 2023 AND au:Heese | ti:""Explainable Quantum Machine Learning"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Dri et al., 2023 - A More General Quantum Credit Risk Analysis Framework",https://arxiv.org/search/?query=More+General+Quantum+Credit+Risk+Analysis+Framework+2023&searchtype=all,A More General Quantum Credit Risk Analysis Framework,Dri,More General Quantum Credit Risk Analysis Framework 2023,2507.19206,https://arxiv.org/abs/2507.19206,Implementing Credit Risk Analysis with Quantum Singular Value Transformation,2025-07-25T12:25:42Z,0.4806,all:More General Quantum Credit Risk Analysis Framework 2023 AND au:Dri,"all:More General Quantum Credit Risk Analysis Framework 2023 AND au:Dri | ti:""A More General Quantum Credit Risk Analysis Framework"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Chen, 2023 - A Novel Framework Based on Variational Quantum Algorithms: Revolutionizing Image Classification",https://arxiv.org/search/?query=Novel+Framework+Variational+Quantum+Algorithms+Image+Classification+2023&searchtype=all,A Novel Framework Based on Variational Quantum Algorithms: Revolutionizing Image Classification,Chen,Novel Framework Variational Quantum Algorithms Image Classification 2023,2312.07932,https://arxiv.org/abs/2312.07932,A Novel Image Classification Framework Based on Variational Quantum Algorithms,2023-12-13T07:21:16Z,0.6628,all:Novel Framework Variational Quantum Algorithms Image Classification 2023 AND au:Chen,"all:Novel Framework Variational Quantum Algorithms Image Classification 2023 AND au:Chen | ti:""A Novel Framework Based on Variational Quantum Algorithms: Revolutionizing Image Classification"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Tehrani et al., 2023 - Enabling Quantum Cybersecurity Analytics in Botnet Detection",https://arxiv.org/search/?query=Quantum+Cybersecurity+Analytics+Botnet+Detection+2023&searchtype=all,Enabling Quantum Cybersecurity Analytics in Botnet Detection,Tehrani,Quantum Cybersecurity Analytics Botnet Detection 2023,2306.13727,https://arxiv.org/abs/2306.13727,Enabling Quantum Cybersecurity Analytics in Botnet Detection: Stable Architecture and Speed-up through Tree Algorithms,2023-06-23T18:29:38Z,0.678,all:Quantum Cybersecurity Analytics Botnet Detection 2023 AND au:Tehrani,"all:Quantum Cybersecurity Analytics Botnet Detection 2023 AND au:Tehrani | ti:""Enabling Quantum Cybersecurity Analytics in Botnet Detection"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Wu et al., 2023",https://arxiv.org/search/?query=real+neural+network+state+quantum+chemistry+Wu+2023,"Wu et al., 2023",Wu,real neural network state quantum chemistry Wu 2023,2112.14193,https://arxiv.org/abs/2112.14193,A full circuit-based quantum algorithm for excited-states in quantum chemistry,2021-12-28T15:48:09Z,0.1758,all:real neural network state quantum chemistry Wu 2023 AND au:Wu,all:real neural network state quantum chemistry Wu 2023 AND au:Wu
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"D'Arcangelo et al., 2023",https://arxiv.org/search/?query=Analog+Quantum+Computing+Neutral+Atoms+Solvent+Configuration+Drug+Discovery+2023,"D'Arcangelo et al., 2023",D'Arcangelo,Analog Quantum Computing Neutral Atoms Solvent Configuration Drug Discovery 2023,2502.17506,https://arxiv.org/abs/2502.17506,RAG-Enhanced Collaborative LLM Agents for Drug Discovery,2025-02-22T00:12:52Z,0.2564,all:Analog Quantum Computing Neutral Atoms Solvent Configuration Drug Discovery 2023 AND au:D'Arcangelo,"all:Analog Quantum Computing Neutral Atoms Solvent Configuration Drug Discovery 2023 AND au:D'Arcangelo | ti:""D'Arcangelo et al., 2023"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Zeng et al., 2023",https://arxiv.org/search/?query=Quantum+Neural+Network+Hardware+Adaptable+Ansatz+Chemical+Systems+2023,"Zeng et al., 2023",Zeng,Quantum Neural Network Hardware Adaptable Ansatz Chemical Systems 2023,2309.14430,https://arxiv.org/abs/2309.14430,The Bethe Ansatz as a Quantum Circuit,2023-09-25T18:00:06Z,0.2692,all:Quantum Neural Network Hardware Adaptable Ansatz Chemical Systems 2023 AND au:Zeng,all:Quantum Neural Network Hardware Adaptable Ansatz Chemical Systems 2023 AND au:Zeng
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Khan et al., 2023",https://arxiv.org/search/?query=Quantum+machine+learning+record+speed+Many+body+distribution+functionals+2023,"Khan et al., 2023",Khan,Quantum machine learning record speed Many body distribution functionals 2023,2302.08893,https://arxiv.org/abs/2302.08893,Active learning for data streams: a survey,2023-02-17T14:24:13Z,0.25,all:Quantum machine learning record speed Many body distribution functionals 2023 AND au:Khan,all:Quantum machine learning record speed Many body distribution functionals 2023 AND au:Khan
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Domingo et al., 2023",https://arxiv.org/search/?query=Hybrid+quantum+classical+CNN+molecular+protein+binding+affinity+2023,"Domingo et al., 2023",Domingo,Hybrid quantum classical CNN molecular protein binding affinity 2023,2004.13176,https://arxiv.org/abs/2004.13176,Hierarchical Quantum Network using Hybrid Entanglement,2020-04-27T21:03:40Z,0.25,all:Hybrid quantum classical CNN molecular protein binding affinity 2023 AND au:Domingo,"all:Hybrid quantum classical CNN molecular protein binding affinity 2023 AND au:Domingo | ti:""Domingo et al., 2023"""
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Mazzola, 2023",https://arxiv.org/search/?query=Quantum+computing+chemistry+physics+Monte+Carlo+perspective+Mazzola+2023,"Mazzola, 2023",Mazzola,Quantum computing chemistry physics Monte Carlo perspective Mazzola 2023,0112152,https://arxiv.org/abs/0112152,From Monte Carlo to Quantum Computation,2001-12-23T16:28:16Z,0.1961,all:Quantum computing chemistry physics Monte Carlo perspective Mazzola 2023 AND au:Mazzola,all:Quantum computing chemistry physics Monte Carlo perspective Mazzola 2023 AND au:Mazzola
/Users/shl/nvidia/QML/2023_QML_Literature_Review.md,"Sager-Smith & Mazziotti, 2023",https://arxiv.org/search/?query=Reducing+Quantum+Many+electron+Problem+Two+Electrons+Machine+Learning+2023,"Sager-Smith & Mazziotti, 2023",Sager-Smith,Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023,2302.08893,https://arxiv.org/abs/2302.08893,Active learning for data streams: a survey,2023-02-17T14:24:13Z,0.2687,all:Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023 AND au:Sager-Smith,"all:Reducing Quantum Many electron Problem Two Electrons Machine Learning 2023 AND au:Sager-Smith | ti:""Sager-Smith & Mazziotti, 2023"""
/Users/shl/nvidia/QML/2024_QML_Literature_Review.md,"Magnusson et al., 2024 - Reducing Circuit Complexity with Transcorrelated and Adaptive Ansatz Techniques",https://arxiv.org/search/?query=Transcorrelated+Adaptive+Ansatz+quantum+chemistry+2024&searchtype=all,Reducing Circuit Complexity with Transcorrelated and Adaptive Ansatz Techniques,Magnusson,Transcorrelated Adaptive Ansatz quantum chemistry 2024,2402.16659,https://arxiv.org/abs/2402.16659,Towards Efficient Quantum Computing for Quantum Chemistry: Reducing Circuit Complexity with Transcorrelated and Adaptive Ansatz Techniques,2024-02-26T15:31:56Z,0.7315,all:Transcorrelated Adaptive Ansatz quantum chemistry 2024 AND au:Magnusson,"all:Transcorrelated Adaptive Ansatz quantum chemistry 2024 AND au:Magnusson | ti:""Reducing Circuit Complexity with Transcorrelated and Adaptive Ansatz Techniques"""
/Users/shl/nvidia/QML/2024_QML_Literature_Review.md,"Wu et al., 2024 - Python-Based Quantum Chemistry Calculations with GPU Acceleration",https://arxiv.org/search/?query=Python+Quantum+Chemistry+GPU+Acceleration+2024&searchtype=all,Python-Based Quantum Chemistry Calculations with GPU Acceleration,Wu,Python Quantum Chemistry GPU Acceleration 2024,2010.14827,https://arxiv.org/abs/2010.14827,ePython: An implementation of Python for the many-core Epiphany coprocessor,2020-10-28T09:01:27Z,0.4029,all:Python Quantum Chemistry GPU Acceleration 2024 AND au:Wu,"all:Python Quantum Chemistry GPU Acceleration 2024 AND au:Wu | ti:""Python-Based Quantum Chemistry Calculations with GPU Acceleration"""
/Users/shl/nvidia/QML/2024_QML_Literature_Review.md,"Michel, 2024 - Quantum simulation for strongly interacting fermions with neutral atoms",https://arxiv.org/search/?query=Quantum+simulation+strongly+interacting+fermions+neutral+atoms+2024&searchtype=all,Quantum simulation for strongly interacting fermions with neutral atoms,Michel,Quantum simulation strongly interacting fermions neutral atoms 2024,2406.13343,https://arxiv.org/abs/2406.13343,Quantum simulation for strongly interacting fermions with neutral atoms array: towards the simulation of materials of interest,2024-06-19T08:48:10Z,0.7245,"ti:""Quantum simulation for strongly interacting fermions with neutral atoms""","all:Quantum simulation strongly interacting fermions neutral atoms 2024 AND au:Michel | ti:""Quantum simulation for strongly interacting fermions with neutral atoms"""
/Users/shl/nvidia/QML/2024_QML_Literature_Review.md,"Akande & Senjean & Saubanere, 2024 - Symmetry-preserved cost functions for VQE",https://arxiv.org/search/?query=Symmetry+preserved+cost+functions+variational+quantum+eigensolver+2024&searchtype=all,Symmetry-preserved cost functions for VQE,Ak,Symmetry preserved cost functions variational quantum eigensolver 2024,2411.16915,https://arxiv.org/abs/2411.16915,Variational Quantum Subspace Construction via Symmetry-Preserving Cost Functions,2024-11-25T20:33:47Z,0.5124,all:Symmetry preserved cost functions variational quantum eigensolver 2024 AND au:Ak,"all:Symmetry preserved cost functions variational quantum eigensolver 2024 AND au:Ak | ti:""Symmetry-preserved cost functions for VQE"""
/Users/shl/nvidia/QML/2024_QML_Literature_Review.md,"Simon & Eble & Radons, 2024 - Kernel Descent: a Novel Optimizer for VQAs",https://arxiv.org/search/?query=Kernel+Descent+Optimizer+Variational+Quantum+Algorithms+2024&searchtype=all,Kernel Descent: a Novel Optimizer for VQAs,Simon,Kernel Descent Optimizer Variational Quantum Algorithms 2024,2409.10257,https://arxiv.org/abs/2409.10257,Introducing the Kernel Descent Optimizer for Variational Quantum Algorithms,2024-09-16T13:10:26Z,0.569,all:Kernel Descent Optimizer Variational Quantum Algorithms 2024 AND au:Simon,"all:Kernel Descent Optimizer Variational Quantum Algorithms 2024 AND au:Simon | ti:""Kernel Descent: a Novel Optimizer for VQAs"""
